NUM CORPS;FOURNISSEUR CORPS;TYPE CORPS;DN;PN;N° DE SERIE CORPS;CV;NORME BRIDES;CODE;MATIERE ARBRE;MATIERE SIEGE;MATIERE  ORG. REGLANT;M;MATIERE GARNITURES;TYPE GARNITURES
185;AMRI KSB;ISORIA 10 TYPE 1;200;10;76218358/0110;0;0;3T 6K 3G XV;INOX 13% CHROME;EPDM XV;Fonte graphite sphéroidal;Fonte FGL;0;0
186;AMRI KSB;ISORIA 10 TYPE 1;200;10;76218358/0110;0;0;3T 6K 3G XV;INOX 13% CHROME;EPDM XV;Fonte graphite sphéroidal;Fonte FGL;0;0
187;SOCLA;Sylax 149G42291N;300;16;0;0;0;0;0;LI EPDM;DI 1.4408;0;0;0
188;Socla;Sylax149G42291N;300;16;0;0;0;0;0;LI EPDM;DI 1.4408;0;0;0
189;Socla;Sylax 149G42291N;300;16;0;0;0;0;0;LI EPDM;DI 1.4408;0;0;0
190;Socla;Sylax 149G42291N;300;16;0;0;0;0;0;LI EPDM;DI 1.4408;0;0;0
191;AMRI KSB;ISORIA 10;150;10;0;0;0;3G 6K 6XV;0;XV;0;0;0;0
192;0;OPTISEAL;100;10;0;0;0;0;0;0;0;0;0;0
193;0;OPTISEAL;100;10;0;0;0;0;0;0;0;0;0;0
194;0;OPTISEAL;100;10;0;0;0;0;0;0;0;0;0;0
195;0;OPTISEAL;100;10;0;0;0;0;0;0;0;0;0;0
196;0;OPTISEAL;80;10;0;0;0;0;0;0;0;0;0;0
197;0;OPTISEAL;80;10;0;0;0;0;0;0;0;0;0;0
198;EMERSON;FIG 320-112 BODY-DI;300;16;0;0;0;0;0;EPDM;INOX;0;0;0
199;0;ISORIA 10;150;10;0;0;T2;3G6K6XV;INOX;0;INOX;0;0;0
200;EMERSON;FIG 14 102;150;10;;;;;INOX;EPDM;INOX;GJL-250;;
201;SAPAG;RTS 68412;20;0;19-311827020;0;0;0;0;0;0;0;0;0
202;SAPAG;RTS 68412;20;0;19/311827020-3;0;0;0;0;0;0;0;0;0
203;SAPAG;RTS 68412;20;0;19-311827020-10;0;0;0;0;0;0;0;0;0
204;SAPAG;RTS 68412;20;0;19-311827020-5;0;0;0;0;0;0;0;0;0
205;SAPAG;RTS 68412;20;0;19-311827020-1;0;0;0;0;0;0;0;0;0
206;SAPAG;RTS 68412;20;0;19-311827020-7;0;0;0;0;0;0;0;0;0
207;SAPAG;RTS 68412;20;0;19-311827020-8;0;0;0;0;0;0;0;0;0
208;SAPAG;RTS 68412;20;0;19-311827020-6;0;0;0;0;0;0;0;0;0
209;SAPAG;RTS 68412;20;0;19-311827020-9;0;0;0;0;0;0;0;0;0
210;0;ISORIA 10;150;10;0;0;T2;3G6K6XV;INOX;;INOX;0;0;0
211;EMERSON;FIG 14 102;150;0;0;0;0;0;0;0;0;GG 25;0;0
212;SAPAG;RTS 68441A;40;16;0;0;0;0;0;PTFE;0;0;0;0
213;SAPAG;RTS 68441A;40;16;0;0;0;0;0;PTFE;0;0;0;0
214;SAPAG;RTS 68451;40;10;13/643327 2;0;0;0;0;0;0;0;0;0
215;SAPAG;RTS 68451;40;10;13/643327 5;0;0;0;0;0;0;0;0;0
216;SAPAG;RTS 68451;40;10;13/643327 6;0;0;0;0;0;0;0;0;0
217;SAPAG;RTS 68441A;40;16;0;0;0;0;0;PTFE;0;0;0;0
218;;;40;;;;;;;PTFE;;;PTFE;
219;GEC ALSTHOM;FIG 88 451A;40;40;21997902;;;;;;;A105;;
220;SAPAG;RTS 68441A;40;16;0;0;0;0;0;PTFE;0;0;0;0
221;SAPAG;RTS 68441A;40;16;11/554661 10;0;0;0;0;PTFE;0;0;0;0
222;SAPAG;RTS 68441A;40;16;11/554661 3;0;0;0;0;PTFE;0;0;0;0
223;AMRI KSB;Gamma;450;10;0;0;0;3T 6P 3G XV;0;XV;INOX;0;0;0
224;AMRI KSB;DANAIS 150;450;10;9 972 590 055 300;0;0;66E 6F B2B;0;0;0;0;0;0
225;AMRI KSB;DANAIS 150;450;10;9972140750/0400;0;0;66E 6F B2B;0;0;0;0;0;0
226;AMRI KSB;DANAIS 150;450;10;9 972 140 750;0;0;66E 6F B2B;0;0;0; ;0;0
227;AMRI KSB;DANAIS 150;450;10;9 972 324 707;0;0;66E 6FB 6B;0;0;0;0;0;0
228;AMRI KSB;DANAIS 150;450;10;0;0;0;66E 6F B2B;0;0;0;0;0;0
229;AMRI KSB;DANAIS 150;450;10;9 972 140 750;0;0;66E 6F B2B;0;0;0;0;0;0
230;AMRI KSB;Gamma;450;10;0;0;0;0;0;XV;INOX;0;0;0
231;AMRI KSB;DANAIS 150;450;10;9 972 140 750 400;0;0;66E 6F B2B;0;0;0;0;0;0
232;AMRI KSB;Gamma;350;10;0;0;0;3T 6P 3G XV;0;XV;0;0;0;0
233;AMRI KSB;DANAIS 150;350;10;9973390599 700;0;0;66E 6FB 2B;0;0;0;0;0;0
234;AMRI KSB;Gamma;350;10;0;0;0;3T 6P 3G XV;0;XV;INOX;0;0;0
235;AMRI KSB;DANAIS 150;350;10;9973390599 600;0;0;66E 6FB 2B;0;0;0;0;0;0
236;AMRI KSB;Gamma;350;10;0;0;0;0;0;0;0;0;0;0
237;AMRI KSB;DANAIS 150;350;10;0;0;0;66E 6F B2B;0;0;0;0;0;0
238;AMRI KSB;Gamma;250;10;0;0;0;0;0;XV;INOX;0;0;0
239;AMRI KSB;DANAIS 150;350;10;0;0;0;66E 6FB 2B;0;0;0;0;0;0
240;AMRI KSB;Gamma;250;10;0;0;0;0;0;XV;INOX;0;0;0
241;AMRI KSB;DANAIS 150;350;10;0;0;0;66E 6FB 2B;0;0;0;0;0;0
242;AMRI KSB;DANAIS 150;600;10;0;0;0;0;0;0;0;0;0;0
243;AMRI KSB;DANAIS 150;600;10;9 972 590 055 100;0;0;66E 6F B2B;0;0;0;0;0;0
244;AMRI KSB;DANAIS 150;600;10;0;0;0;66E 6F B2B;0;0;0;0;0;0
245;AMRI KSB;DANAIS 150;600;10;0;0;0;66E 6F B2B;0;0;0;0;0;0
246;AMRI KSB;DANAIS 150;600;10;9 972 140 750;0;0;66E 6F B2B;0;0;0;0;0;0
247;AMRI KSB;Gamma;600;10;0;0;0;3T 6P 3G XV;0;XV;0;0;0;0
248;AMRI KSB;Gamma;500;10;0;0;0;3T 6P 3G XV;0;XV;FONTE;FONTE;0;0
249;AMRI KSB;DANAIS 150;500;10;0;0;0;66E 6FB 2B;0;0;0;0;0;0
250;AMRI KSB;GAMMA;500;0;0;0;0;0;0;0;0;0;0;0
251;AMRI KSB;DANAIS 150;500;10;0;0;0;66E 6FB 2B;0;0;0;0;0;0
252;AMRI KSB;DANAIS 150;350;10;0;0;0;66E 6FB 2B;0;0;0;0;0;0
253;AMRI KSB;Gamma;350;10;76011971/0110;;;3T 6P 3G XV;;XV;INOX 316;;;
254;AMRI KSB;DANAIS 150;350;10;0;0;0;66E 6FB 2B;0;0;0;0;0;0
255;AMRI KSB;DANAIS MT2 CL150;600;10;9971758721  100;0;0;66E6NI1B;0;;0;0; ;0
256;MASONEILAN;35-35212;200;40;F-15-221168-001-1;510;EN 1092.1 PN40;0;0;ANSI 316L STEL B;ANSI 316L STEL;10 625;0;0
257;SAPAG;RTS68452;40;40;21/323665070;0;0;0;0;PTFE;0;FONTE;0;0
258;AMRI KSB;DANAIS MT;200;10CL150;76045403/0310;;FACES PLATES;;;NI (nickel);;;;
259;AMRI KSB;DANAIS 150;200;10;0;0;T1;66E 6FB;0;0;0;0;0;0
260;MASONEILAN;35-35112;80;40;F-15-221168-002-01;54;EN 1092-1 PN40;0;0;ANSI 316 STEL;ANSI 316L STEL;0;0;0
261;FISHER;V 500;80 réduit;cl 300;EU03267209;56,7;CLASS 300RF;;440C;17-4 PH;316 PLAQUE CHROME;WCC;PTFE/GRAPHITE;
262;MASONEILAN;;80;ISO PN50#E;;135;;;;ANSI 316 STEL E;ANSI 316 STEL E;A351 CR CF8M;CARBONE/PTFE;
263;FISHER;V 500;80;50;EU 03267209;141;CLASS 300;;440C;17-4 PH;316 Plaque chrome;WCC;GRAPHITE/PTFE;
264;AMRI KSB;DANAIS 150;600;;;;;;;;;;;
265;CCI VALVE;V0280718.1;3/8;0;G604001-01-2015.05;1.5;à souder;0;0;0;410 SS HT;A216 WCB;V-PTFE (25% G.F);0
266;MASONEILAN;;150;;;;;;;316;316 RD;A216 GR WCC;PTFE/CARB;LATTYFLON 3260LM
267;EMERSON;FIG 14 102;150;10;;;;;Inox;EPDM;INOX;FONTE GG25;Joint à lèvre;
268;TECOFI;VANNE PELLE;150;10;0;0;0;0;INOX;JOINT NITRILE;INOX 316;INOX;TRESSE PTFE;VG6400
269;TECOFI;VANNE PELLE;100;10;0;0;0;0;INOX;JOINT NITRILE;INOX 316;INOX;TRESSE PTFE;VG6400
270;TECOFI;VANNE PELLE;150;10;0;0;0;0;INOX;JOINT NITRILE;INOX 316;INOX;TRESSE PTFE;VG6400
271;SAPAG;RTS 68212;20;40;15/741583 1;0;Taraudées 27 mm;0;0;PTFE;0;INOX 316;0;0
272;SAPAG;RTS 68211;20; ;09/469924 ;;;;;;;Inox;;
273;AMRI KSB;Isoria 10B;250;10;76135433/0110;0;0;1M19 3T 6K 3G XA;0;XA;0;0;0;0
274;;;40;58;;;;;;;;;;
275;;;40;58;;;;;;;;;;
276;;;40;58;;;;;;;;;;
277;;;40;58;;;;;;;;;;
278;EMERSON;FIG 14 102;50;10;40338;;;;Inox;EPDM renforcé;INOX;FONTE GG25;Joint à lèvre;
279;SAPAG;FIG 68241A;32;10;25 455 303;0;0;0;0;0;0;316 L;0;0
280;SAPAG;FIG 68241A;32;16;25455301;;;;;;;316 L;;
281;SAPAG;FIG 68241A;32;16;25455304;;;;;;;316 L;;
282;SAPAG;FIG 68241A;32;16;25455302;;;;;;;316 L;;
283;SAPAG;0;20;10;0;0;0;0;0;PTFE;0;316 L;PTFE;0
284;SAPAG;0;20;10;0;0;0;0;0;PTFE;0;316 L;PTFE;0
285;EMERSON;FIG: 320 112;80;16;0;0;0;0;0;EPDM collé;0;0;0;0
286;EMERSON;;80;10;470936;;;;;;;GG 25;;
287;EMERSON;;80;10;470908;;;;;;;GG 25;;
288;EMERSON;;80;10;470968;;;;;;;GG 25;;
289;EMERSON;;80;10;470904;;;;;;;GG 25;;
290;EMERSON;FIG 14-343;80;10;0;0;0;0;0;0;;GG 25;0;0
291;0;FIG14-343;50;10;10042635-6;0;0;0;0;0;0;A536 65-45-12;0;0
292;EMERSON;F97E-002M;50;;469866;;;;;;;GG 25;;
293;EMERSON;FIG 14 102;50;10;0;0;0;0;inox;EPDM;316;GG 25;joint à lèvre;0
294;EMERSON;F97E-002M;50;10;455011;;;;;;;GG 25;;
295;EMERSON;FIG 14 102;50;10;40338;;;;;;;GG 25;;
296;EMERSON;FIG 14-343;50;10;0;0;0;0;0;0;0;GG 25;0;0
297;EMERSON;FIG 10 102;80;10;72769;0;0;0;INOX;EPDM;INOX;GG 25;Joint à lèvre;0
298;EMERSON;;80;10;470956;;;;;;;GG 25;;
299;EMERSON;;80;10;470965;;;;;;;GG 25;;
300;EMERSON;;80;10;470902;;;;;;;GG 25;;
301;EMERSON;;80;10;470912;;;;;;;GG 25;;
302;EMERSON;FIG 14-343;80;10;0;0;0;0;0;0;0;GG 25;0;0
303;AMRI KSB;GAMMA;200;10;;;;3T 6P 3G XA;INOX Z30 C13;EPDM XA;INOX;FONTE;;JOINT TORIQUE
304;AMRI KSB;ISORIA 10;80;10;9972324707/900;0;0;3G 6K 6XV;0;0;0;0;0;0
305;SAPAG;RTS68451;40;40;17/263518020;0;0;0;0;PTFE;0;FONTE;0;0
306;NORBRO;0;40;10;0;0;0;0;INOX;PTFE;0;FONTE;0;0
307;TECOFI;VANNE PELLE;150;10;OF175787;0;0;0;INOX;JOINT NITRILE;INOX 316;INOX;TRESSE PTFE;VG6400
308;AMRI KSB;ISORIA 10;100;10;76140045/0110;;;2 M14 3G 6K6 XV;;XV;;;;
309;EMERSON;FIG 14 102;50;10;M713780;;;;Inox;EPDM;Inox;Fonte GG25;;JOINT A LEVRES
310;;;;;;;;;;;;;;
311;VALMET METSO;;150;;;;;;;;;;;
312;AMRI KSB;GAMMA;500;10;V771100;;;3T 6P 3G XV;;XV;;;;
313;SAPAG;RTS67441;100;16;21/322798040;0;0;0;0;0;0;0;0;0
314;;;;;;;;;;;;;;
315;MASONEILAN;21100;25;;64-2111-01-1;5,6;;;;316 RD;STEL 6;A216 GR WCC;;
316;MASONEILAN;21100;25;;64-2111-01-02;5,6;;;;316 RD;STEL 6;A216 GR WCC;;
317;MASONEILAN;48-21114;75;ISO PN100 B2;64-6656-01-1;47;ISO PN100 B2;;;AISI 410;ANSI 410;A 216 GR WCC;KEVLAR/PTFE;
318;MASONEILAN;30 000 globe;80;ANSI 150;558807-1;Min 22 max 55;ANSI 150;30-30242;17-4 PH;316;316;CS;CARBONE/PTFE;LATTY 3260 LM
319;MASONEILAN;48-21724;50;16 PJ;62-153001-3;25;;;;ANSI 316 STEL;ANSI 410;A216 GR WCC;;
320;MASONEILAN;48-21724;50;16 PJ;62-153001-2;25;0;0;0;ANSI 316 STEL;ANSI 410;A216 GR WCC;0;0
321;MASONEILAN;48-21724;50;16 PJ;62-153001-1;25;;;;ANSI 316 STEL;ANSI 410;A216 GR WCC;;
322;CCI VALVE;150VSGC-112B;0;0;;0;à souder;;0;0;0;A216 WCB;0;0
323;CCI VALVE;VSGC-90B;P1: 150 P2: 350 P3: 25;P1: PN 50 P2: PN 20 P3: PN100;276211-1;;;;;;;;GRAPHITE;
324;MASONEILAN;28-628112;25;ANSI 300 RF;F-15-221168-003-01;0,9 à 2,3 (1,7);0;0;0;17-4 PH;STEL 6;A351 GR CF3M;0;0
325;MASONEILAN;VARIPACK;25;200;16-0147-01-1;Mini 0,25 max 0,6;ANSI 1500 RF;;;VARILOG;VARILOG N° 3;A182 GR F316L;KEVLAR/PTFE;
326;MASONEILAN;VARIPACK;25;ANSI 1500RF;64-9366-01-1;Mini 0,9 max 2,3;ISO PN20 à 250;;;17-4 PH;STEL 6;A182 GR F316L;KEVLAR/PTFE;
327;MASONEILAN;28-28212;25;1500;F-23-000155;2,3;102MM SANS BRIDES;0;0;A564 GR 630 H900;SOLID STELLITE;A351 GR CF3M;PTFE CARBON;RING
328;COPES VULCAN;M.N.S.D;;ANSI 600 STD;;1.882;;;;;;ASTM A217 WC6;GRAPHITE;
329;EMERSON;FIG 320 112;150;16;0;0;0;0;0;EPDM collé;INOX;FONTE;0;0
330;EMERSON;FIG 320 112;150;16;S/N : 10024807-18;0;0;0;0;EPDM collé;INOX;FONTE;0;0
331;EMERSON;FIG 320 112;150;16;S/N : 10025801-9;0;0;0;0;EPDM collé;INOX;FONTE;0;0
332;EMERSON;FIG 320 112;150;16;0;0;ANSI 150;PRA02503080PM00;0;EPDM collé;Inox;fonte GG25;0;0
333;ECONOSTO;;25;40;;;;;;;;;;
334;MASONEILAN;CAMFLEX 2 35-35202/CM/77/8013;40; ;64-9532-01-1; ; ;;;316 STB;STEL 6;A216 GR WCC;CARBONE/PTFE;LATTYFLON 3260LM 4,5X5
335;MASONEILAN;0;50;50;63-541502-1;26;ISO E1-E1;0;316;ANSI 316 STEL E;ANSI 316 STEL E;A351 GR CF8M;0;0
336;VALMET METSO;R1;80;25;359243;;;R1LA 03 AJJL;;NELAL;329 SS;CF8M;;
337;VALMET METSO;L12;80;25;C0001043;0;0;L12A080AA;0;INC 825;316 SS;CF8M;0;0
338;A.P.C.;1110;25;;68857;;;;;;;A216 WCB;CARBONE/PTFE;
339;A.P.C.;1110;25;;94283;;;;;;;A216 WCB;CARBONE/PTFE;
340;SAPAG;0;40 R;10;0;0;0;0;0;0;0;A 105;0;0
341;SAPAG;0;40 R;10;0;0;0;0;0;0;0;A 105;0;0
342;SAPAG;0;40 R;10;0;0;0;0;0;0;0;A 105;0;0
343;CCI VALVE;150VSG-90B;IN: 150 OUT: 200 WAT: 25;IN: 45 OUT: 28 WAT: 40; ;0;;0;VOIR FEUILLE;JOINTE; ;G17CRM05-5;GRAPHITE;0
344;A.P.C.;1110;25;;68928;;;;;;;A216 WCB;CARBONE/PTFE;
345;A.P.C.;1110;25;;68927;;;;;;;A216 WCB;CARBONE/PTFE;
346;SCHLUMBERGER SEREG VANNES;1110;25;;10380000;;;;;;;;CARBONE/PTFE;
347;;;65;16;;;;;;;;;;
348;SAPAG;CT 4550A/01;50;;23153/10;;;;;;;;;
349;SAPAG;0;80 R;10;0;0;0;0;0;0;0;A 105;PTFE VIERGE;0
350;SAPAG;0;80 R;10;0;0;0;0;0;0;0;A 105;PTFE VIERGE;0
351;SAPAG;0;100 R;10;0;0;0;0;0;0;0;A 105;PTFE VIERGE;0
352;;F100-40-16;100;10;;;;;;;;;;
353;SAPAG;RTS 67442A;100;10;05/232841 1;0;PN 1016;0;0;0;0;0;0;0
354;EMERSON;OPTISEAL FIG 14-102;100;10;03/284319;;;PRA00901XXOPM00;INOX;EPDM;INOX;EN-GJL-250;Joint à lèvre;
355;EMERSON;FIG 320 112;200;16;0;0;0;0;0;EPDM collé;inox;0;0;0
356;EMERSON;FIG 14 102;150;10;42959;;;;INOX;EPDM;INOX 316;FONTE FT125;;JOINT A LEVRES
357;EMERSON;FIG 14 102;150;10;42959;;;;INOX;EPDM;INOX 316;FONTE FT125;;JOINT A LEVRES
358;VALMET METSO;L12A150AA;150;10;0;0;0;0;INOX;INOX;INOX;INOX;0;0
359;VALMET METSO;L12A150AA;150;10;0;0;0;0;INOX;INOX;INOX;INOX;0;0
360;VALMET METSO;L12A150AA;150;10;0;0;0;0;INOX;INOX;INOX;INOX;0;0
361;VALMET METSO;L12A150AA;150;10;0;0;0;0;INOX;INOX;INOX;INOX;0;0
362;VALMET METSO;L12A150AA;150;10;0;0;0;0;INOX;INOX;INOX;INOX;0;0
363;VALMET METSO;L12A150AA;150;10;0;0;0;0;INOX;INOX;INOX;INOX;0;0
364;VALMET METSO;L12;100;25;C0001044;0;0;L12A100AA;0;INC 825;316 SS;CF8M;0;0
365;EMERSON;FIG 14 102;200;10;127095;;;;INOX;EPDM;INOX 316;FONTE FT125;;JOINT A LEVRES
366;EMERSON;FIG 14 102;200;10;46055;;;;INOX;EPDM;INOX 316;FONTE FT125;;JOINT A LEVRES
367;VALMET METSO;L1C;200;10;0;0;0;L1C PA 08 AAJE;329 SS;EPDM;316 SS;CF8M;0;0
368;AMRI KSB;DANAIS 150;200;10;9 973 719 748 200;0;T1;66e 6fb 2b;0;0;0;0;0;0
369;AMRI KSB;DANAIS 150;200;10;9973719748/200;0;T1;66e 6fb 2b;0;0;0;0;0;0
370;AMRI KSB;DANAIS 150;200;10;9973719748/200;0;T1;66e 6fb 2b;0;0;0;0;0;0
371;;;175;10;;;;;;;;;;
372;;;175;10;;;;;;;;;;
373;;;175;10;;;;;;;;;;
374;;;175;10;;;;;;;;;;
375;;;175;10;;;;;;;;;;
376;;;175;10;;;;;;;;;;
377;;;40;10;;;;;;;;;;
378;MECA INOX;PS 420;20;100;;;FILET 20/27;;;;;;;
379;AMRI KSB;ISORIA 10B;150;10;76109407/0310;0;0;1 M14 3T 6K 3G XA;0;XA;Fonte laquée;fonte;0;0
380;MECA INOX;PS 420;20;100;;;FILET 20/27;;;;;;;
381;AMRI KSB;ISORIA 10B;150;10;76048483/320;;;2 M14 3G 6K 6 VC;;VC;;GS 370-17;;
382;MASONEILAN;35 - 35202;100;ANSI 600 RF;0;0;0;0;0;0;316 RD;A351 GR CF8M;PTFE KEVELAR;0
383;SCHLUMBERGER SEREG VANNES;Maxflo;250;10;;;;MTRD 11A111B;;F 316;17-4 PH;A 216 WCB;PTFE;RAINEX 788 8 MM
384;AMRI KSB;ISORIA 10B  ;80;10;;;;1 M11 3T 6K 3G XA;;XA;Inox;FT 25;;JOINT A LEVRES
385;VALMET METSO;L12;100;0;0;0;0;L12A100AAT;0;0;0;0;0;0
386;VALMET METSO;L12;100;0;0;0;0;L12A100AAT;0;0;0;0;0;0
387;MASONEILAN;CAMFLEX II;80;ISO PN40SE;63-5415. 06. 1;orifice 135; ;;;316 STB;316 LRD;A216 GR WCC;;
388;AMRI KSB;ISORIA 10;150;10;76109 407/0210;0;0;0;0;xa;0;0;0;0
389;EMERSON;FIG 10 102;150;10;;;;;INOX;EPDM;INOX;FONTE GG25;Joint à lèvre;
390;VALMET METSO;L12;100;0;0;0;0;L12A100AAT;0;0;0;0;0;0
391;AMRI KSB;Isoria 10 ;250;10;761091407/0110;0;0;1119 3T6K3GXA;0;xa;0;FONTE GG25;0;0
392;VALMET METSO;LW;100;10;;0;0;LW7LBA100AAJAT;0;INCOLOY 825;316 SS;CF8M;;0
393;VALMET METSO;NELDISC;200;ANSI 150;G 111;;;L1CMA08 AAJK;316 SS;ULTIMET;329 SS;CF8M;PTFE;
394;AMRI KSB;ISORIA 10B;150;10;76045403/0110;;;1 M14 3T 6K 6 XV;;XV;INOX;FONTE;;
395;SOMAS;MTV ;200;10.25;11571-81;;;MTV A5-AAD-A11 811897;;;;;;
396;EMERSON;FIG 14-343;50;10;0;0;0;0;0;EPDM;0;GG 25;joint à lèvre;0
397;EMERSON;FIG 14 102;50;10;0;0;0;0;INOX;EPDM;INOX;GG 25;Joint à lèvre;0
398;VALMET METSO;L1C;200;;355676;;;L1CMA 08 AAJA;329 SS;;316 SS;316 SS;PTFE;
399;AMRI KSB;Isoria 10B;80;10;76048485/0110;;;2 M11 3G 6K6 XV;;XV;;;;
400;IFC Valve;Série 1121;100;10;0;0;0;0;0;NITRILE;AISI 304;GG 25;0;0
401;NAF AB;238288-0200-06;200;10;0;0;0;0;0;0;0;0;0;0
402;VALMET METSO;L1C;200;ANSI 150;358 213;0;0;L1CMA 08 PAJA;0;INC 825 GR;0;WCB;PTFE;0
403;AMRI KSB;ISORIA 20;50;10;0;0;0;3G6E6XV;0;0;0;0;0;0
404;AMRI KSB;ISORIA 20;50;10;0;0;0;3G6E6XV;0;0;0;0;0;0
405;AMRI KSB;ISORIA 20;100;10;0;0;0;3G6E6XV;0;0;0;0;0;0
406;AMRI KSB;ISORIA 20;50;10;0;0;0;3G6E6XV;0;0;0;0;0;0
407;AMRI KSB;ISORIA 20;150;10;0;0;0;3G6E6XV;0;0;0;0;0;0
408;AMRI KSB;ISORIA 20;150;10;0;0;0;3G6E6XV;0;0;0;0;0;0
409;AMRI KSB;ISORIA 20;100;10;0;0;0;3G6E6XV;0;0;0;0;0;0
410;AMRI KSB;ISORIA 20;100;10;0;0;0;3G6E6XV;0;0;0;0;0;0
411;AMRI KSB;ISORIA 20;100;10;0;0;0;3G6E6XV;0;0;0;0;0;0
412;AMRI KSB;ISORIA 20;100;10;0;0;0;3G6E6XV;0;0;0;0;0;0
413;SAPAG;0;15;0;0;0;0;0;0;0;0;0;0;0
414;SAPAG;0;15; ;0;0;0;0;0;0;0; ; ;0
415;AMRI KSB;ISORIA 10;200;10;0;0;0;3G 6K 6XV;0;XV;0;0;0;0
416;VALMET METSO;LW;200;25;C0002379;0;0;LW7LBA200AAJAT;316 SS;ULTIMET;316 SS;CF8M;0;0
417;VALMET METSO;L12;100;0;C0078853;0;0;L12A100AAT;0;INCOLOY 825;316 SS;CF8M;0;0
418;MASONEILAN;35 - 35212;100;16;0;230;0;0;0;ANSI 316;ANSI 316L STEL;A 351 GR CF3M;0;0
419;VALMET METSO;LW;200;25;C0002379;0;EN PN 25;LW7LBA200AAJAT;0;INCOLOY 825;329 SS;CFM8;0;0
420;AMRI KSB;ISORIA 20;150;10;0;0;0;3G6E6XV;0;0;0;0;0;0
421;AMRI KSB;ISORIA 20;150;10;0;0;0;3G6E6XV;0;0;0;0;0;0
422;AMRI KSB;ISORIA 20;50;10;0;0;0;3G6E6XV;0;0;0;0;0;0
423;AMRI KSB;ISORIA 20;50;10;0;0;0;3G6E6XV;0;0;0;0;0;0
424;AMRI KSB;ISORIA 20;100;10;0;0;0;3G6E6XV;0;0;0;0;0;0
425;AMRI KSB;ISORIA 20;100;10;0;0;0;3G6E6XV;0;0;0;0;0;0
426;AMRI KSB;ISORIA 20;100;10;0;0;0;3G6E6XV;0;0;0;0;0;0
427;AMRI KSB;ISORIA 20;100;10;0;0;0;3G6E6XV;0;0;0;0;0;0
428;AMRI KSB;ISORIA 10B;350;10;76048483/0210;0;PN10 S11;2C 25 3G 6K 6VC;0;XV;0;0;0;0
429;VALMET METSO;L1C;200;ANSI 150;S0427141005VEN;;;L1CMA 08 PAJA;329 SS;INC 825+CR;316 SS;WCB;PTFE;
430;AMRI KSB;ISORIA 10;80;10;76017731/0110;0;0;3T 6K 3G XA;0;EPDM XA;INOX;FONTE;0;0
431;AMRI KSB;DANAIS 150;300;10;9 972 324 707 600;0;0;66E 6F B2B;0;0;0;0;0;0
432;AMRI KSB;DANAIS 150;300;10;0;0;0;66E 6F B2B;0;0;0;0;0;0
433;AMRI KSB;DANAIS 150;250;10;9 972 324 707;0;0;66E 6F B2B;0;0;0;0;0;0
434;AMRI KSB;DANAIS 150;250;10;9 972 324 707;0;0;66E 6F B2B;0;0;0;0;0;0
435;VALMET METSO;NELDISC;350;0;362701;0;0;L1CMA14PAJA;329 SS;INC 825+CR;316 SS;FONTE;PTFE;0
436;AMRI KSB;GAMMA;400;10;0;0;0;0;0;xv;Acier;Fonte;0;0
437;VALMET METSO;L1CMA 08 AACA;200;Oct-25;355060;;;L1CMA 08 AACA;17-4 PH;INC 825+CR;316 SS;316 SS;PTFE;
438;VALMET METSO;L12;200;0;0;0;0;L12A200AAT;0;0;0;0;0;0
439;CCI VALVE;0;20;0;0;4;0;0;0;0;0;A216 WCB;V-PTFE;0
440;EMERSON;;20;100;;;taraudage 20/27;V6F020GA6RCPL00;;;;;;
441;MASONEILAN;35-35212;25 réduit;ANSI 600;0;2,8;ANSI 600;0;0;STEL n°6;ANSI 316;A 351 GR CF3M;0;0
442;;;20-15;64;;;;;;;;;;
443;MASONEILAN;35-35212;25 réduit;ANSI 600;0;2,8;ANSI 600;0;0;STEL n°6;ANSI 316;A 351 GR CF3M;0;0
444;;;20-15;64;;;;;;;;;;
445;MASONEILAN;35-35212;25 réduit;ANSI 600;0;2,8;ANSI 600;0;0;STEL n°6;ANSI 316;A 351 GR CF3M;0;0
446;;;20-15;64;;;;;;;;;;
447;MASONEILAN;35-35212;25 réduit;ANSI 600;0;2,8;ANSI 600;0;0;STEL n°6;ANSI 316;A 351 GR CF3M;0;0
448;;;20-15;64;;;;;;;;;;
449;MASONEILAN;35-35212;25 réduit;ANSI 600;0;2,8;ANSI 600;0;0;STEL n°6;ANSI 316;A 351 GR CF3M;0;0
450;MASONEILAN;35-35212;25 réduit;ANSI 600;0;2,8;ANSI 600;0;0;STEL n°6;ANSI 316;A 351 GR CF3M;0;0
451;MASONEILAN;35-35212;25 réduit;ANSI 600;0;2,8;ANSI 600;0;0;STEL n°6;ANSI 316;A 351 GR CF3M;0;0
452;MASONEILAN;35-35212;25 réduit;ANSI 600;0;2,8;ANSI 600;0;0;STEL n°6;ANSI 316;A 351 GR CF3M;0;0
453;MASONEILAN;35-35212;25 réduit;ANSI 600;0;2,8;0;0;0;STEL n°6;ANSI 316;A 351 GR CF3M;0;0
454;EMERSON;;20;100;;;taraudage 20/27;V6F020GA6RCPL00;;;;;;
455;MASONEILAN;28-28122;25;100;0;0,5 a 1,2(0,9);EN-1092-1 B2;F-12-217061-001-1;0;17-4 PH;ANSI 440 C;A351 GR CF3M;0;0
456;VALMET METSO;NELDISC;150;ANSI 150;;;ANSI 150;L1CMA06PACAF;ASTM A564GR630;INC 825+Cr;316;WCB;GRAPHITE;NELES 250023
