NUM POSITIONNEUR;FOURNISSEUR POSITIONNEUR;INTELLIGENT;ELECTRIQUE;PNEUMATIQUE;type positionneur;N° DE SERIE;SIGNAL ENTREE;PRES. ALIM.;SIGNAL SORTIE;REPERE CAME;FACE CAME;ACTION DIRECTE;ACTION INVERSE;LOI;FERMEE A;OUVERTE A
662;FISHER;X;;;DVC 5020;EU03271681;4 - 20 mA;3,8 bar max;0 - 2,3 bar;;;;;Linéaire;20 mA;4 mA
663;AMRI KSB;0;0;X;Micro Pack;0;0,2 - 1 bar;1.8 bar;207 - 1034 mbar;0;0;X;0;Linéaire;0,2 bar;1 bar
664;Burkert;X;0;0;Namur;211521;4 - 20 mA;1,4 bar;0;0;0;0;0;0;0;0
665;Burkert;X;;0;Namur;211521;4 - 20 mA;1,4 bar;0;0;0;0;0;0;0;0
666;VALMET METSO;X;0;0;ND9103HN;C0019048;4 - 20 mA;1,4 à 8 bar;0;0;0;X;0;0;4 mA;20 mA
667;;;;;;;;;;;;;;;;
668;SCHLUMBERGER SEREG VANNES;0;0;X;600;12716;0,2 - 1 bar;3 bar max;3 - 15 PSI;0;0;X;0;Linéaire;0,2 bar;1 bar
669;MASONEILAN;;X;;8013;64-2408-02-1;4 - 20 mA;2,4 bar;0,48 - 1,03 bar;5;A;X;;Linéaire;4 mA;20 mA
670;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
671;VALMET METSO;X;0;0;ND 822/S1;0;4 - 20 mA;8 bar max;0;0;0;0;0;Linéaire;4 mA;20 mA
672;METSO;X;; ;ND 9106HN I56;PH17040452;4 - 20 mA;1,4 - 8 bar;3 - 15 PSI;;;;;Linéaire;1 bar;0,2 bar
673;METSO;X;;;ND 9106HN I56;;4 - 20 mA;3 bar;;;;;;linéaire;4 mA;20 mA
674;VALMET METSO;X;0;0;ND 9106 HN;PH12510288;4 - 20 mA;1,4 à 8 bar;0;0;0;0;0;0;4 mA;20 mA
675;VALMET METSO;X;0;0;ND 8221/Y;PH02210597;4 - 20 mA;2,5 - 8 bar;0;0;0;X;0;Linéaire;4 mA;0
676;VALMET METSO;X;0;0;ND 8221/Y;PH02210596;4 - 20 mA;2,5 - 8 bar;0;0;0;X;0;Linéaire;4 mA;20 mA
677;VALMET METSO;;;X;NP 724;S9682;0,2 - 1 bar;;;;;X;;Linéaire;0,2 bar;1 bar
678;CCI VALVE;;;X;PMV 1500;109737;0,2 - 1 bar;7 bar max;;60° 0-100%;;X;;Linéaire;0,2 bar;1 bar
679;AMRI KSB;0;X;0;8013;62-873410-1;4 - 20 mA;1,4 bar;0,43 - 1,03 bar;1;0;X;0;Linéaire;4 mA;20 mA
680;MASONEILAN;;X;;8013-257;66-6939-01-1;4 - 20 mA;1,4 bar;0,48 - 1,03 bar;5;;X;;Linéaire;4 mA;20 mA
681;VALMET METSO;;X;;NE 624;S8503 1990/22;4 - 20 mA;8,5 bar max;;;;X;;Linéaire;4 mA;20 mA
682;CCI VALVE;0;0;X;PMW P5;5204242;3 - 15 PSI;150 PSI MAX;0;0;0;x;0;Linéaire;0,2 bar;1 bar
683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
684;;;;;;;;;;;;;;;;
685;MASONEILAN;;;;8013-257;62873403-1;4 - 20 mA;1,4 bar;0,48 - 1,03 bar;;;;;Linéaire;20 Ma;4 Ma
686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
710;;;;;;;;;;;;;;;;
711;;;;;;;;;;;;;;;;
712;AMRI KSB;0;0;X;0;0;0;0;0,2-1bar;0;0;0;0;Linéaire;0,2 bar;1 bar
713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
719; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
728;;;;;;;;;;;;;;;;
729;;;;;;;;;;;;;;;;
730;AMRI KSB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
735;;;;;;;;;;;;;;;;
736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
738;;;;;;;;;;;;;;;;
739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
740;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743;;;;;;;;;;;;;;;;
744;;;;;;;;;;;;;;;;
745;;;;;;;;;;;;;;;;
746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
747;;;;;;;;;;;;;;;;
748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
