ATELIER;Repère;AFFECTATION;MACHINE;N° COMMANDE;DATE ;FOURNISSEUR  VANNE;NUM POSITIONNEUR;NUM CORPS;NUM ACTIONNNEUR;VANNES TOR;VANNES REG;ORGANE  REGLANT;DATE ACHAT;FREQ. REVISION;VUE EN;A VOIR EN;;;;;;;;;;;;;;;;;;;;;
Rechange REG;0;0;0;0;12/31/99;MASONEILAN;633;633;633;0;REG;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange REG;0;0;0;0;12/31/99;MASONEILAN;634;634;634;0;REG;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange REG;0;0;0;0;12/31/99;MASONEILAN;635;635;635;0;REG;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange REG;0;0;0;0;12/31/99;MASONEILAN;636;636;636;0;REG;CLAPET;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange REG;0;0;0;0;12/31/99;VALMET METSO;637;637;637;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange REG;0;0;0;13801414;12/31/99;SCHLUMBERGER SEREG VANNES;638;638;638;0;REG;OPERCULE;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange REG;0;0;0;0;12/26/23;MASONEILAN;639;639;639;0;REG;BOULE;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange REG;0;0;0;0;12/26/23;MASONEILAN;640;640;640;0;REG;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange REG;0;0;0;0;12/26/23;MASONEILAN;641;641;641;0;REG;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange REG;0;0;0;0;12/21/23;MASONEILAN;642;642;642;0;REG;CLAPET;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange REG;0;0;0;0;12/31/99;0;643;643;643;0;REG;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange REG;0;0;0;0;12/26/23;MASONEILAN;644;644;644;0;REG;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange REG;0;0;0;0;12/26/23;MASONEILAN;645;645;645;0;REG;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange REG;A01A04211408;Ancienne débit lait de chaux préchauleur 2;Etage atelier régulation;040023 AR;6/23/04;VALMET METSO;646;646;646;0;REG;SPHERE;2004;100;2020;2120;;;;;;;;;;;;;;;;;;;;;
Rechange REG;;Ancienne Niveau ballon D4;ANC Niveau Ballon D4;0919 AR;3/22/09;VALMET METSO;647;647;647;;REG;PAPILLON;2009;12;2021;2033;;;;;;;;;;;;;;;;;;;;;
Rechange REG;0;Ancienne Pression D4;ANC Pression ballon D4;0919AR;3/23/09;VALMET METSO;648;648;648;0;REG;PAPILLON;2009;12;2021;2033;;;;;;;;;;;;;;;;;;;;;
Rechange REG;;Ancienne Température empattage 3ème jet;Etage atelier régulation;940328 AR;7/1/94;MASONEILAN;649;649;649;;REG;OPERCULE;1994;12;2018;2030;;;;;;;;;;;;;;;;;;;;;
Rechange REG;FCV260;Debit de circulation;Lavoir;2006AR;2/12/20;VALMET METSO;650;650;650;0;REG;PAPILLON;2020;100;2020;2120;;;;;;;;;;;;;;;;;;;;;
Rechange REG;FV 09 02 0017;Débit eaux buées 2eme carbo;Chaulerie;980875 AR;2/9/99;FISHER;651;651;651;;REG;OPERCULE;1999;100;2007;2107;;;;;;;;;;;;;;;;;;;;;
Rechange REG;DV 06 13 0077;Densité lait de chaux finale;Chaulerie;200166 AR;2/9/00;FISHER;652;652;652;;REG;OPERCULE;2000;99;2004;2103;;;;;;;;;;;;;;;;;;;;;
Rechange REG;FV 07 03 1003;Empattage turbine de 3ème jet n°1 K3300;Turbines de 3ème jet;1047 AR;9/17/10;MASONEILAN;653;653;653;0;REG;OBTURATEUR;2010;10;2016;2026;;;;;;;;;;;;;;;;;;;;;
Rechange REG;FV 07 03 1003;Empattage turbine de 3ème jet n°1 K3300;Turbines de 3ème jet;1047 AR;9/17/10;MASONEILAN;654;654;654;0;REG;OBTURATEUR;2010;10;2016;2026;;;;;;;;;;;;;;;;;;;;;
Rechange REG;0;Etage atelier régulation;0;0;12/31/99;MASONEILAN;655;655;655;0;X;PAPILLON;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange REG;S8274;Etage atelier régulation;0;0;12/31/99;VALMET METSO;656;656;656;0;REG;SPHERE;0;100;2020;2120;;;;;;;;;;;;;;;;;;;;;
Rechange REG;37412;Etage atelier régulation;;;;MASONEILAN;657;657;657;;REG;PAPILLON;;100;2006;2106;;;;;;;;;;;;;;;;;;;;;
Rechange REG;63-236301-1;Etage atelier régulation;0;0;12/31/99;MASONEILAN;658;658;658;;REG;CLAPET;0;100;2016;2116;;;;;;;;;;;;;;;;;;;;;
Rechange REG;61-860906-2;Etage atelier régulation;0;0;12/31/99;MASONEILAN;659;659;659; ;REG;PAPILLON;0;100;2013;2113;;;;;;;;;;;;;;;;;;;;;
Rechange REG;63541504-1;Etage atelier régulation;ANC. Pression bout 15b chauff. Duquesne;0;12/31/99;MASONEILAN;660;660;660;0;REG;CLAPET;0;100;2020;2120;;;;;;;;;;;;;;;;;;;;;
Rechange REG;337020;Etage atelier régulation;;970365AR;4/22/97;EMERSON;661;661;661;;REG;PAPILLON;1997;100;2019;2119;;;;;;;;;;;;;;;;;;;;;
Rechange REG;EU 03271681;Etage atelier régulation;Ancienne niveau BD4;010567 AR;4/1/01;FISHER;662;662;662;;REG;OPERCULE;2001;100;2006;2106;;;;;;;;;;;;;;;;;;;;;
Rechange REG;04237501-1;Etage atelier régulation;0;0;12/31/99;MASONEILAN;663;663;663;;REG;Clapet;0;100;2017;2117;;;;;;;;;;;;;;;;;;;;;
Rechange REG;16227260;Etage atelier régulation;Etage atelier régulation;16184DT;12/22/16;BMA;664;664;664;0;REG;PAPILLON;2016;100;2018;2118;;;;;;;;;;;;;;;;;;;;;
Rechange REG;16227262;Etage atelier régulation;Etage atelier régulation;16184DT;12/22/16;BMA;665;665;665;0;REG;PAPILLON;2016;100;2018;2118;;;;;;;;;;;;;;;;;;;;;
Rechange REG;D01A12170492;Etage atelier régulation;;0;12/31/99;VALMET METSO;666;666;666;;REG;OPERCULE;0;10;2015;2025;;;;;;;;;;;;;;;;;;;;;
Rechange REG;;Etage atelier régulation;;1416AR;2/3/14;SAPAG;667;667;667;TOR;;BOULE;2014;100;2014;2114;;;;;;;;;;;;;;;;;;;;;
Rechange REG;T8009;Etage atelier régulation (anc.appoint d'eau Bac JAE); ;0;12/31/99;SCHLUMBERGER SEREG VANNES;668;668;668;0;REG;OPERCULE;0;100;2012;2112;;;;;;;;;;;;;;;;;;;;;
Rechange REG;64-2408-02-1;Etage regulation (Ancienne temp. empattage 2. jet);;940328 AR;7/2/94;MASONEILAN;669;669;669;;REG;OPERCULE;1994;100;2017;2117;;;;;;;;;;;;;;;;;;;;;
Rechange REG;05/12294;Event gaz chaudière n°3;Chaudière;0505 AR;1/18/05;SAPAG;670;670;670;TOR;0;BOULE;2005;100;0;2105;;;;;;;;;;;;;;;;;;;;;
Rechange REG;PV 02 05 0373;Mise à l'atmosphère corps I1 (mini-campagne).;Corps I1;920413 AR;7/20/92;VALMET METSO;671;671;671;0;REG;PAPILLON;1992;100;2005;2105;;;;;;;;;;;;;;;;;;;;;
Rechange REG;LV 01 02 0550;Niveau bouteille A3;Chaine condensats évaporation;13142036;;SCHLUMBERGER SEREG VANNES;672;672;672;;REG;OPERCULE;;15;2019;2034;;;;;;;;;;;;;;;;;;;;;
Rechange REG;LV 01 02 0576;Niveau bouteille B3;Bouteille B3;;;SCHLUMBERGER SEREG VANNES;673;673;673;;REG;OPERCULE;;10;2019;2029;;;;;;;;;;;;;;;;;;;;;
Rechange REG;;Niveau bouteille condensat 3ème jet;Cuites de 3ème jet;0;12/31/99;MASONEILAN;674;674;674;;REG;0;0;10;2015;2025;;;;;;;;;;;;;;;;;;;;;
Rechange REG;LV 06 13 0462;Niveau jus filtre à disques n° 2;Filtre à disques n°2;020397 AR;;MASONEILAN;675;675;675;0;REG;OPERCULE;2002;10;2018;2028;;;;;;;;;;;;;;;;;;;;;
Rechange REG;LV  06 13 0478;Niveau jus filtre à disques n°3;Filtre à disques n°3;020397 AR;;MASONEILAN;676;676;676;0;REG;OPERCULE;2002;10;2018;2028;;;;;;;;;;;;;;;;;;;;;
Rechange REG;FV 02 01 0562;Pression Barriquand Eaux de Presses;Echangeur Barriquand;;;VALMET METSO;677;677;677;;REG;PAPILLON;;100;2005;2105;;;;;;;;;;;;;;;;;;;;;
Rechange REG;PV 8006 (rep Babcok);Pression réseau 25 bars (détente réseau) secours;Réseau vapeur 25 bars;;;CCI VALVE;678;678;678;;REG;CLAPET;1996;100;2018;2118;;;;;;;;;;;;;;;;;;;;;
Rechange REG;64-9270-01-01;Rechange ballon 3 kg cuites;Ballon 3 kg cuites;950760 AR;12/19/95;MASONEILAN;679;679;679;;REG;clapet;1995;100;2013;2113;;;;;;;;;;;;;;;;;;;;;
Rechange REG;66-6939-01.1;Rechange refroidissement malaxeurs verticaux;Malaxeurs verticaux;990015 AR;1/7/99;MASONEILAN;680;680;680;;REG;OPERCULE;1999;100;2006;2106;;;;;;;;;;;;;;;;;;;;;
Rechange REG;;Secours niveau bac expédition;Chaulerie;;;VALMET METSO;681;681;681;;REG;BOULE;;100;2003;2103;;;;;;;;;;;;;;;;;;;;;
Rechange REG;0;Secours pression distillateur;Distillateur;1711AR;2/20/17;CCI VALVE;682;682;682;0;REG;CAGE;2017;100;2018;2118;;;;;;;;;;;;;;;;;;;;;
Rechange REG;03/10474;Section gaz ch °1 ou  n°2;0;0505AR;1/18/05;SAPAG ;683;683;683;TOR;0;BOULE;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange REG;CVEB2;Vanne entre bâche 2;Baches à eau Babcock;950736 AR;12/8/95;EMERSON;684;684;684;TOR;;PAPILLON;1995;20;2020;2040;;;;;;;;;;;;;;;;;;;;;
Rechange REG;62.873403-01;;ANC Niveau ballon condensats;;;MASONEILAN;685;685;685;;REG;OPERCULE;;100;2000;2100;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;0;12/31/99;EMERSON;686;686;686;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;2010 AR;5/4/20;TECOFI;687;687;687;TOR;0;Pelle;2020;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;0;12/26/23;EMERSON;688;688;688;TOR;0;PAPILLON;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;0;12/26/23;EMERSON;689;689;689;TOR;0;PAPILLON;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;0;12/26/23;MASONEILAN;690;690;690;TOR;0;BOULE;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;0;12/26/23;MASONEILAN;691;691;691;TOR;0;BOULE;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;0;12/26/23;MASONEILAN;692;692;692;TOR;0;BOULE;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;0;12/26/23;MASONEILAN;693;693;693;TOR;0;BOULE;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;0;12/26/23;MASONEILAN;694;694;694;TOR;0;BOULE;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;0;12/26/23;MASONEILAN;695;695;695;TOR;0;BOULE;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;0;12/26/23;MASONEILAN;696;696;696;TOR;0;BOULE;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;0;12/26/23;MASONEILAN;697;697;697;TOR;0;BOULE;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;0;12/26/23;MASONEILAN;698;698;698;TOR;0;BOULE;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;0;12/26/23;KEYSTONE;699;699;699;TOR;0;PAPILLON;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;0;12/26/23;KEYSTONE;700;700;700;TOR;0;PAPILLON;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;0;12/26/23;EMERSON;701;701;701;TOR;0;PAPILLON;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;0;12/26/23;SAPAG;702;702;702;TOR;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;0;12/26/23;EMERSON;703;703;703;TOR;0;PAPILLON;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;0;12/26/23;EMERSON;704;704;704;TOR;0;PAPILLON;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;0;12/26/23;EMERSON;705;705;705;TOR;0;PAPILLON;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;0;12/31/99;EMERSON;706;706;706;TOR;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;0;12/21/23;SAPAG;707;707;707;TOR;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;0;12/21/23;SAPAG;708;708;708;TOR;0;SPHERIQUE;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;0;0;0;12/21/23;SAPAG;709;709;709;0;REG;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;EV 07 22 000.2;Alimentation rapide cuite de 1er jet n°1;Cuites de 1er jet;1262AR;12/12/12;EMERSON;710;710;710;TOR;;PAPILLON;2012;100;2012;2112;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;EV 07 22 002.2;Alimentation rapide cuite de 1er jet n°2;Cuites de 1er jet;1262AR;12/12/12;EMERSON;711;711;711;TOR;;PAPILLON;2012;100;;2112;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;ancienne vide général de 1 er jet;0;0;12/31/99;AMRI KSB;712;712;712;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;EV 01 02 0655;CEFT vanne sécurité mouillage;CEFT;1256AR;12/11/12;AMRI KSB;713;713;713;TOR; ;PAPILLON;2012;12;2013;2025;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;2EV 02 02 0161;Ejecto E aspirée (DISPO );Corps I1;0831 AR;6/25/08;AMRI KSB;714;714;714;TOR;0;PAPILLON;2008;100;0;2108;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;2EV 02 02 0163;Ejecto G aspirée;Corps I1;0831 AR;6/25/08;AMRI KSB;715;715;715;TOR;0;PAPILLON;2008;100;0;2108;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;1046;Etage atelier régulation;0;0;12/31/99;AMRI KSB;716;716;716;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;9;Etage atelier régulation;0;0;12/31/99;NORBRO;717;717;717;TOR;0;BOULE;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;860112;Etage atelier régulation;0;1262AR;12/12/12;EMERSON;718;718;718;TOR;0;PAPILLON;2010;100;2020;2120;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;8;Etage atelier régulation;0;0;12/31/99;NORBRO;719;719;719;TOR;0;BOULE;0;100;2006;2106;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;240909;Etage atelier régulation;0;950326AR;6/17/05;EMERSON;720;720;720;0;REG;PAPILLON;1995;100;2014;2114;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;240930;Etage atelier régulation;0;950326AR;6/17/05;EMERSON;721;721;721;0;REG;PAPILLON;1995;100;2014;2114;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;240906;Etage atelier régulation;0;950326AR;6/17/05;EMERSON;722;722;722;0;REG;PAPILLON;1995;100;2014;2114;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;;Etage atelier régulation;;0;12/31/99;SAPAG;723;723;723;TOR; ;BOULE;1995;100;2013;2113;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;5744201;Etage atelier régulation;Ancienne chaulage eaux traitées;950661AR;10/12/95;SAPAG;724;724;724;TOR;0;BOULE;1995;100;2009;2109;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;D01A17260421;Etage atelier régulation;Etage atelier régulation;1744AR;9/14/17;VALMET METSO;725;725;725;TOR;0;PAPILLON;2017;100;2018;2118;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;Etage atelier régulation;0;0;12/31/99;EMERSON;726;726;726;TOR;;BOULE;2016;100;2016;2116;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;Etage atelier régulation;0;0;12/31/99;EMERSON;727;727;727;TOR;;BOULE;2016;100;2016;2116;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;76045403/0120;Etage atelier régulation;5ème corps;200165AR;2/9/00;AMRI KSB;728;728;728;;REG;PAPILLON;2000;100;2019;2119;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;EV 02 03 0170;Etage atelier régulation;cuites de 1er jet;030031 AR;6/16/03;EMERSON;729;729;729;TOR;;PAPILLON;2003;20;2014;2034;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;05/12294;Event gaz chaudière n°1 ou 2;Chaudière;0505 AR;1/18/05;SAPAG;730;730;730;TOR;0;BOULE;2005;100;0;2105;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;EV 01 12 0084;Lavage goulotte turbine de 1er jet n°1;Turbines de 1er jet ;20245;;CORRI SERVAIS;731;731;731;TOR;0;BOULE;2002;100;2009;2109;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;7306706;Lavage goulotte turbine de 1er jet n°1 (étage régulation);0;0845AR;11/13/08;Corri Servais;732;732;732;TOR;0;BOULE;2008;100;0;2108;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;1 110 175 932;Masse cuite 1er jet by-pass pompe n° 1;Cuites de 1er jet;1256AR;12/11/12;AMRI KSB;733;733;733;TOR; ;PAPILLON;2012;100;0;2112;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;1 110 175 932;Masse cuite 1er jet by-pass pompe n° 2;Cuites de 1er jet;1256AR;12/11/12;AMRI KSB;734;734;734;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;;Purge vide;Cuites;1416AR;2/3/14;SAPAG;735;735;735;TOR;;BOULE;2014;100;2014;2114;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;;Purge vide cuites ;Cuites ;1722AR;4/21/17;EMERSON;736;736;736;TOR;0;BOULE;2017;100;2017;2117;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;Rech. Casse vide atmosphérique (étage atelier régul);Cuites de 1er jet;1256AR;12/11/12;AMRI KSB;737;737;737;TOR; ;PAPILLON;2012;100;2013;2113;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;;Rechange section gaz amont Babcock;Chaudière Babcok;;;ECONOSTO;738;738;738;TOR;;BOULE;1996;100;2004;2104;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;0;Secours dégonflage fad;FAD;0;12/31/99;EMERSON;739;739;739;TOR;0;PAPILLON;2009;100;0;2109;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;.71000659;Section gaz ch n°1 ou 2;Chaudière;0505 AR;1/18/05;SAPAG;740;740;740;TOR;0;BOULE;2005;100;0;2105;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;05/12294;Section gaz CH3 ou Babcok;Chaudière;0505 AR;1/18/05;SAPAG;741;741;741;TOR;0;BOULE;2005;100;0;2105;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;305897;Soufflage filtre à disque n°1 (étage régulation);Filtre à disques n°1;Reprise magasin pièces;12/1/08;EMERSON;742;742;742;TOR;0;PAPILLON;0;100;2008;2108;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;;Vanne sortie bâche Babcock;Baches à eau Babcock;950736 AR;12/8/95;EMERSON;743;743;743;TOR;;PAPILLON;1995;20;2006;2026;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;ZV 100 (bis);;;2009 AR;1/1/20;KEYSTONE;744;744;744;TOR;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;;;;;1/1/18;KEYSTONE;745;745;745;TOR;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Energie;CVSB3;Vanne sortie bache 3 n°2;;;9/1/19;EMERSON;746;746;746;TOR;0;PAPILLON;2018;10;2018;2028;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;;;;;8/1/19;KEYSTONE;747;747;747;TOR;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;CVEB3;Entree bache 3 vanne n°1;Baches à eau Babcock;1336 AR;6/4/13;EMERSON;748;748;748;TOR;;PAPILLON;2013;6;2020;2026;;;;;;;;;;;;;;;;;;;;;
Rechange TOR                                      ;;Vanne df'entrée bache 2;0;;12/1/19;EMERSON;749;749;749;TOR;0;0;2022;15;2023;2038;;;;;;;;;;;;;;;;;;;;;
