ATELIER;Repère;AFFECTATION;MACHINE;N° COMMANDE;DATE ;FOURNISSEUR  VANNE;NUM POSITIONNEUR;NUM CORPS;NUM ACTIONNNEUR;VANNES TOR;VANNES REG;ORGANE  REGLANT;DATE ACHAT;FREQ. REVISION;VUE EN;A VOIR EN;;;;;;;;;;;;;;;;;;;;;
Cristallisation;PV 02 22 0634;Vapeur cuite de 2ème jet n°2;cuites de 2ème jet;1701AR;1/9/17;AMRI KSB;235;235;235;0;REG;PAPILLON;2017;100;2017;2117;;;;;;;;;;;;;;;;;;;;;
Cristallisation;0;Vapeur cuite de 2éme jet n°3;Cuites de 2ème jet;0;12/31/99;AMRI KSB;236;236;236;0;REG;PAPILLON;1981;15;2011;2026;;;;;;;;;;;;;;;;;;;;;
Cristallisation;PV 02 03 0055;Vapeur cuite de 2ème jet n°3;Cuites de 2ème jet;1403AR;1/13/14;AMRI KSB;237;237;237; ;REG;PAPILLON;2014;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Cristallisation;A démonter;Vapeur cuite de 3ème jet n°1;Cuites de 3ème jet;0;12/31/99;AMRI KSB;238;238;238;0;REG;PAPILLON;1985;100;1997;2097;;;;;;;;;;;;;;;;;;;;;
Cristallisation;PV 02 22 0658;Vapeur cuite de 3ème jet n°1;Cuites de 3ème jet;1701AR;1/9/17;AMRI KSB;239;239;239;0;REG;PAPILLON;2017;100;2017;2117;;;;;;;;;;;;;;;;;;;;;
Cristallisation;0;Vapeur cuite de 3ème jet n°2;Cuites de 3ème jet;0;12/31/99;AMRI KSB;240;240;240;0;REG;PAPILLON;1985;15;1997;2100;;;;;;;;;;;;;;;;;;;;;
Cristallisation;PV 02 22 0666;Vapeur cuite de 3ème jet n°2;Cuites de 3ème jet;1701AR;1/9/17;AMRI KSB;241;241;241;0;REG;PAPILLON;2017;100;2017;2117;;;;;;;;;;;;;;;;;;;;;
Cristallisation;PV 18 03 0070;Vide cuite de 1er jet n°1;Cuites de 1er jet;0;4/1/12;AMRI KSB;242;242;242;;REG;PAPILLON;2012;100;2012;2112;;;;;;;;;;;;;;;;;;;;;
Cristallisation;PV 18 22 0520;Vide cuite de 1er jet n°2;Cuites de 1er jet;1402AR;1/13/14;AMRI KSB;243;243;243;;REG;PAPILLON;2014;100;2014;2114;;;;;;;;;;;;;;;;;;;;;
Cristallisation;PV 18 22 0528;Vide cuite de 1er jet n°3;Cuites de 1er jet;1222AR;3/27/12;AMRI KSB;244;244;244;0;REG;PAPILLON;2013;100;2013;2113;;;;;;;;;;;;;;;;;;;;;
Cristallisation;PV 18 22 0544;Vide cuite de 1er jet n°4;Cuites de 1er jet;1222AR;3/27/12;AMRI KSB;245;245;245;0;REG;PAPILLON;2012;100;2013;2113;;;;;;;;;;;;;;;;;;;;;
Cristallisation;PV 18 22 0552;Vide cuite de 1er jet n°5;Cuites de 1er jet;0;12/31/99;AMRI KSB;246;246;246; ;REG;PAPILLON;2012;100;2013;2113;;;;;;;;;;;;;;;;;;;;;
Cristallisation;0;Vide cuite de 1er jet n°6;Cuites de 1er jet;0;12/31/99;AMRI KSB;247;247;247;0;REG;PAPILLON;1981;99;1997;2096;;;;;;;;;;;;;;;;;;;;;
Cristallisation;0;Vide cuite de 2ème jet n°1;Cuites de 2ème jet;0;12/31/99;AMRI KSB;248;248;248;0;REG;PAPILLON;1981;15;2013;2028;;;;;;;;;;;;;;;;;;;;;
Cristallisation;PV 18 22 0624;Vide cuite de 2ème jet n°1;Cuites de 2ème jet;1701AR;1/9/17;AMRI KSB;249;249;249;0;REG;PAPILLON;2017;100;2017;2117;;;;;;;;;;;;;;;;;;;;;
Cristallisation;0;Vide cuite de 2ème jet n°2;Cuites de 2ème jet;0;6/3/05;AMRI KSB;250;250;250;0;REG;PAPILLON;1981;100;2006;2106;;;;;;;;;;;;;;;;;;;;;
Cristallisation;PV 18 22 0632;Vide cuite de 2ème jet n°2;Cuites de 2ème jet;1701AR;1/9/17;AMRI KSB;251;251;251;0;REG;PAPILLON;2017;100;2017;2117;;;;;;;;;;;;;;;;;;;;;
Cristallisation;PV 18 22 0664;Vide cuite de 3ème jet n° 2;Cuites de 3ème jet;1701AR;1/9/17;AMRI KSB;252;252;252;0;REG;PAPILLON;2017;100;2017;2117;;;;;;;;;;;;;;;;;;;;;
Cristallisation;A démonter;Vide cuite de 3ème jet n°1;Cuites de 3ème jet;990013 AR;1/6/99;AMRI KSB;253;253;253;;REG;PAPILLON;1999;10;2015;2025;;;;;;;;;;;;;;;;;;;;;
Cristallisation;PV 18 22 0656;Vide cuite de 3ème jet n°1;Cuites de 3ème jet;1701AR;1/9/17;AMRI KSB;254;254;254;0;REG;PAPILLON;2017;100;2017;2117;;;;;;;;;;;;;;;;;;;;;
Cristallisation;0;Vide général bis;Cuites de 1er jet;0;1/1/87;AMRI KSB;255;255;255;0;REG;PAPILLON;1987;15;2016;2031;;;;;;;;;;;;;;;;;;;;;
Déshydratation;PV 02 23 0700;Chauffage sécheur G;Sécheur G;1473 AR;11/26/14;MASONEILAN;256;256;256;;REG;OPERCULE;2014;100;2015;2115;;;;;;;;;;;;;;;;;;;;;
Déshydratation;EV01070401;Extinction refroidisseur;Refroidisseur deshy;0;8/16/22;SAPAG;257;257;257;TOR;0;BOULE;0;10;2022;;;;;;;;;;;;;;;;;;;;;;
Déshydratation;PV 02 07 0096;Mise à l'atmosphère sécheur;Sécheur 8;200165AR;2/9/00;AMRI KSB;258;258;258;;REG;PAPILLON;2000;10;2015;2025;;;;;;;;;;;;;;;;;;;;;
Déshydratation;PV 02 23 0702;Mise à l'atmosphère sécheur G;Sécheur G;14273 DT;12/1/14;AMRI KSB;259;259;259;;REG;PAPILLON;2014;10;2015;2025;;;;;;;;;;;;;;;;;;;;;
Déshydratation;LV 01 23 0718;Niveau bouteille 25 bars sécheur ;réseau condensats deshy;1473 AR;11/26/14;MASONEILAN;260;260;260; ;REG;CLAPET;2014;10;2015;2025;;;;;;;;;;;;;;;;;;;;;
Déshydratation;LV 01 07 0094;Niveau bouteille 25 bars sécheur G;réseau condensats deshy;010253AR;2/1/01;FISHER;261;261;261;;REG;OPERCULE;2001;15;2015;2030;;;;;;;;;;;;;;;;;;;;;
Déshydratation;LV 01 23 0716;Niveau bouteille 25b sécheurs deshy;réseau condensats deshy;;;MASONEILAN;262;262;262;;REG;CLAPET;;100;2015;2115;;;;;;;;;;;;;;;;;;;;;
Déshydratation;PV 02 07 0102;Pression bouteille 15b chaufferie Duquesne;réseau condensats deshy;1253 AR;2/1/01;FISHER;263;263;263;;REG;OPERCULE;2001;100;2001;2101;;;;;;;;;;;;;;;;;;;;;
Déshydratation;PV 02 23 0704;Pression sécheur G;Sécheur G;;;AMRI KSB;264;264;264;;REG;PAPILLON;;100;2015;2115;;;;;;;;;;;;;;;;;;;;;
Déshydratation;TV 02 23 0722;Température entrée sécheur G;Sécheur G;1474AR;11/27/14;CCI VALVE;265;265;265;;REG;CLAPET;2014;10;2015;2025;;;;;;;;;;;;;;;;;;;;;
Déshydratation;;Vapeur entrée sécheur (pression surchauffeur);Sécheur 8;;1/1/90;MASONEILAN;266;266;266;;REG;OPERCULE;1990;100;2008;2108;;;;;;;;;;;;;;;;;;;;;
Diffusion;2 EV 06 01 A20,3;By-pass jus de circulation vers bac de soutirage;diffusion;;;EMERSON;267;267;267;TOR;;PAPILLON;;99;2004;2103;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV06010200;Chasse epulpeur meichage N°1;Epulpeur meichage N°1;2243AR;11/3/22;TECOFI;268;268;268;TOR;0;Pelle;2022;100;0;2122;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV06010203;Chasse epulpeur soutirage N°1;Epulpeur soutirage N°1;2243AR;11/3/22;TECOFI;269;269;269;TOR;0;Pelle;2022;100;0;2122;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV06010201;Chasse epulpeur soutirage N°2;Epulpeur soutirage N°2;2243AR;11/3/22;TECOFI;270;270;270;TOR;0;Pelle;2022;100;0;2122;;;;;;;;;;;;;;;;;;;;;
Diffusion;2 EV 09 01 0440;Chaulage eaux traitées vanne  n°2;Diffusion;0947AR;8/21/09;SAPAG;271;271;271;TOR;0;Boule;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Diffusion;2 EV 09 01 0440;Chaulage eaux traitées vanne n°1;Bac eaux traitées;;;SAPAG;272;272;272;TOR;;BOULE;2000;100;2015;2115;;;;;;;;;;;;;;;;;;;;;
Diffusion;FV 01 01 0578;Débit eaux traitées;Bac eaux traitées;030018 AR;3/24/03;AMRI KSB;273;273;273;0;REG;PAPILLON;2003;8;2016;2024;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 03 01 0776;Débour. coupe-racines n°1;Coupes racines;;;SAPAG;274;274;274;TOR;;BOULE;;100;1992;2092;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 03 01 0777;Débour. coupe-racines n°2;Coupes racines;;;SAPAG;275;275;275;TOR;;BOULE;;100;1992;2092;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 03 01 0778;Débour. coupe-racines n°3;Coupes racines;;;SAPAG;276;276;276;TOR;;BOULE;;100;1992;2092;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 03 01 0779;Débour. coupe-racines n°4;Coupes racines;;;SAPAG;277;277;277;TOR;;BOULE;;100;1992;2092;;;;;;;;;;;;;;;;;;;;;
Diffusion;2 EV27 01 0440;Ecumes eaux traitées;bac eaux traitées;950556AR;9/8/95;EMERSON;278;278;278;TOR;;PAPILLON;1995;99;2008;2107;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 04 01 0893;Injection formol milieu diffuseur;Diffuseur;970301 AR;4/8/97;SAPAG;279;279;279;TOR;0;BOULE;1997;100;2007;2107;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 04 01 0899;Injection formol queue;Diffuseur;970301 AR;4/8/97;SAPAG;280;280;280;TOR;;BOULE;1997;100;2007;2107;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 04 01 0898;Injection formol tête chaude;Diffuseur;970301 AR;4/8/97;SAPAG;281;281;281;TOR;;BOULE;1997;100;2007;2107;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 04 01 0897;Injection formol tête froide;Diffuseur;970301 AR;4/8/97;SAPAG;282;282;282;TOR;;BOULE;1997;100;2007;2107;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 15 01 A24,3;Lavage couronne coupe racine n°1;Coupes racines;0;12/31/99;SAPAG;283;283;283;TOR; ;BOULE;1991;100;2013;2113;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 15 01 A28,3;Lavage couronne coupe racines n°4;Coupes racines;0;12/31/99;SAPAG;284;284;284;TOR; ;BOULE;1991;100;2013;2113;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 01 01 033,7;Lavage droit presse n°1;Presses;0721 AR;3/27/07;EMERSON;285;285;285;TOR;0;PAPILLON;2007;10;2018;2028;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 01 01 032,1;Lavage droit presse n°2;Presses;940288 AR;4/17/99;EMERSON;286;286;286;TOR;;PAPILLON;1999;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 01 01 032,4;Lavage droit presse n°3;Presses;990288 AR;4/17/99;EMERSON;287;287;287;TOR;;PAPILLON;1999;100;;2099;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 01 01 032,7;Lavage droit presse n°4;Presses;990288 AR;4/17/99;EMERSON;288;288;288;TOR;;PAPILLON;1999;100;;2099;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 01 01 033,2;Lavage droit presse n°5;Presses;990288 AR;4/17/99;EMERSON;289;289;289;TOR;;PAPILLON;1999;100;;2099;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 01 01 033,5;Lavage droit presse n°8;Presses;0;12/31/99;EMERSON;290;290;290;TOR;;PAPILLON;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV0101;Lavage fut bout de ligne;Presses;0;2/17/21;EMERSON;291;291;291;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 01 01 032,0;Lavage fût presse n°2;Presses;940288 AR;4/17/99;EMERSON;292;292;292;TOR;;PAPILLON;1999;100;;2099;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 01 01 032,3;Lavage fût presse n°3;Presses;950326AR;6/17/05;EMERSON;293;293;293;TOR; ;PAPILLON;1995;99;2014;2113;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 01 01 032,6;Lavage fût presse n°4;Presses;990288 AR;4/17/99;EMERSON;294;294;294;TOR;;PAPILLON;1999;100;;2099;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 01 01 033,1;Lavage fût presse n°5;Presses;950556AR;9/1/95;EMERSON;295;295;295;TOR;;PAPILLON;1999;100;2018;2118;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 01 01 033,4;Lavage fût presse n°8;Presses;0;12/31/99;EMERSON;296;296;296;TOR;;PAPILLON;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 01 01 034,0;Lavage gauche presse n°1;Presses;0;12/31/99;EMERSON;297;297;297;TOR;0;PAPILLON;0;10;2018;2028;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 01 01 032,2;Lavage gauche presse n°2;Presses;940288 AR;4/17/99;EMERSON;298;298;298;TOR;;PAPILLON;1999;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 01 01 032,5;Lavage gauche presse n°3;Presses;990288 AR;4/17/99;EMERSON;299;299;299;TOR;;PAPILLON;1999;100;;2099;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 01 01 033,0;Lavage gauche presse n°4;Presses;990288 AR;4/17/99;EMERSON;300;300;300;TOR;;PAPILLON;1999;100;;2099;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 01 01 033,3;Lavage gauche presse n°5;Presses;990288 AR;4/17/99;EMERSON;301;301;301;TOR;;PAPILLON;1999;100;;2099;;;;;;;;;;;;;;;;;;;;;
Diffusion;EV 01 01 033,4;Lavage gauche presse n°8;Presses;0;12/31/99;EMERSON;302;302;302;TOR;0;PAPILLON;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Diffusion;LV 01 01 0578;Niveau bac eaux traitées;Bac eaux traitées ;;;AMRI KSB;303;303;303;;REG;PAPILLON;;8;2018;2026;;;;;;;;;;;;;;;;;;;;;
Diffusion;0;Niveau bouteille condensats Barriquand;Bouteille condensats Barriquand;0;12/31/99;AMRI KSB;304;304;304;;REG;PAPILLON;0;100;2016;2116;;;;;;;;;;;;;;;;;;;;;
Diffusion;0;ph eaux traitees ecumes FAD 2;Bac de préparation eaux traitées;0;4/1/17;SAPAG;305;305;305;TOR;0;BOULE;2017;100;2018;2118;;;;;;;;;;;;;;;;;;;;;
Diffusion;0;ph eaux traitees ecumes FAD 3;Bac de préparation eaux traitées;0;1/1/81;NORBRO;306;306;306;TOR;0;BOULE;1981;100;2010;2110;;;;;;;;;;;;;;;;;;;;;
Diffusion;LV0101****;Pompes a eaus terreuses P3A;Pompes a eaux terreuses;2243AR;11/3/22;TECOFI;307;307;307;0;REG;Pelle;2022;100;0;2122;;;;;;;;;;;;;;;;;;;;;
Diffusion;;Purge bac de préparation eaux traitées;Bac de préparation eaux traitées;030030 AR;5/17/03;AMRI KSB;308;308;308;TOR;;PAPILLON;2003;100;2016;2116;;;;;;;;;;;;;;;;;;;;;
Diffusion;2 EV 06 01 A20,3;Purge by-pass saccharateur;Saccharateur;;;EMERSON;309;309;309;TOR;;PAPILLON;1995;20;2006;2026;;;;;;;;;;;;;;;;;;;;;
Diffusion;TV 01 02 0577;Température eaux traitées;Caisse 1ère carbonatation;;;MASONEILAN;310;310;310;;REG;OPERCULE;;8;;;;;;;;;;;;;;;;;;;;;;;
Diffusion;TV 01 02 0578;Température jus clair après alpha;Saccharateur;;;VALMET METSO;311;311;311;;REG;PAPILLON;;;;;;;;;;;;;;;;;;;;;;;;;
Diffusion;TV 02 01 0534;Température réchauff. de meichage;Réchauffeurs;;;AMRI KSB;312;312;312;;REG;PAPILLON;1981;100;2016;2116;;;;;;;;;;;;;;;;;;;;;
Diffusion;0;Vanne débourrage cr3;COUPE RACINE 3; ;aout-21;EMERSON;313;313;313;TOR;0;BOULE;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Diffusion;PV 18 01 0598;Vide diffusion (réchauffeurs meichage et soutirage);Réchauffeurs ;;;VALMET METSO;314;314;314;;REG;PAPILLON;;;;;;;;;;;;;;;;;;;;;;;;;
Energie;LOCALE;Chauffage fioul groupe n°1;Chaufferie Duquesne;940229 AR;6/1/94;MASONEILAN;315;315;315;;REG;OPERCULE;1994;100;1995;2095;;;;;;;;;;;;;;;;;;;;;
Energie;LOCALE;chauffage fioul groupe n°2;Chaufferie Duquesne;940229 AR;6/1/94;MASONEILAN;316;316;316;;REG;OPERCULE;1994;100;1995;2095;;;;;;;;;;;;;;;;;;;;;
Energie;FV 1120 (rep Babcok);Débit d' eau (niveau ballon);Chaudière Babcok;;;MASONEILAN;317;317;317;;REG;CLAPET;1996;10;2017;2027;;;;;;;;;;;;;;;;;;;;;
Energie;FV 3000 (rep Babcok);Débit gaz chaudière;Chaudière Babcok;;;MASONEILAN;318;318;318;;REG;OPERCULE;1996;100;2010;2110;;;;;;;;;;;;;;;;;;;;;
Energie;;Débit gaz chaudière n°1;Groupe d'allumage gaz chaudière n°1;;;MASONEILAN;319;319;319;;REG;CLAPET;;10;;;;;;;;;;;;;;;;;;;;;;;
Energie;0;Débit gaz chaudière n°2;Groupe d'allumage gaz chaudière n°2;0;12/31/99;MASONEILAN;320;320;320;0;REG;CLAPET;0;10;0;;;;;;;;;;;;;;;;;;;;;;
Energie;;Débit gaz chaudière n°3;Groupe d'allumage gaz chaudière n°3;;;MASONEILAN;321;321;321;;REG;CLAPET;;10;;;;;;;;;;;;;;;;;;;;;;;
Energie;0;Décharge deshy G ou 8;Deshy G;1474AR;11/27/14;CCI VALVE;322;322;322;;REG;CAGE;2014;100;0;2114;;;;;;;;;;;;;;;;;;;;;
Energie;FV 8003/4;Décharge réseau 25 bars;Réseau vapeur;;;CCI VALVE;323;323;323;;REG;CLAPET;1996;99;2011;2110;;;;;;;;;;;;;;;;;;;;;
Energie;TV 8012;Desurchauffe décharge sécheur G ou 8;Sécheur G;1473 AR;11/26/14;MASONEILAN;324;324;324;;REG;CLAPET;2014;10;2022;2032;;;;;;;;;;;;;;;;;;;;;
Energie;TV 8013;Désurchauffe entree corps I;Turbo 3,9 kw;980825 AR;10/12/98;MASONEILAN;325;325;325;;REG;CLAPET;1998;100;2005;2105;;;;;;;;;;;;;;;;;;;;;
Energie;TV 8001;Désurchauffe réseau vapeur (détente 25 b) secours;Réseau vapeur;960036 AR;3/14/96;MASONEILAN;326;326;326;;REG;CLAPET;1996;10;2018;2028;;;;;;;;;;;;;;;;;;;;;
Energie;TV 8001;Désurchauffe réseau vapeur (détente 25b);Réseau vapeur;2238 AR;1/27/23;MASONEILAN;327;327;327;;REG;0;27-01-2023;10;2023;Impossible achat sup à révision !!!;;;;;;;;;;;;;;;;;;;;;
Energie;TV 1510 (rep Babcok);Désurchauffe vapeur chaudière;Chaudière Babcok;;;COPES VULCAN;328;328;328;;REG;BUSES;1996;3;2022;2025;;;;;;;;;;;;;;;;;;;;;
Energie;CVEB1;Entree bache 1 vanne n°2;Baches à eau Babcock;1336 AR;6/4/13;EMERSON;329;329;329;TOR;;PAPILLON;2013;6;2020;2026;;;;;;;;;;;;;;;;;;;;;
Energie;CVEB2;Entree bache 2 vanne n°2;Baches à eau Babcock;1336 AR;6/4/13;EMERSON;330;330;330;TOR;;PAPILLON;2013;6;2022;2028;;;;;;;;;;;;;;;;;;;;;
Energie;CVEB3;Entree bache 3 vanne n°2;Baches à eau Babcock;1336 AR;6/4/13;EMERSON;331;331;331;TOR;;PAPILLON;2013;6;2020;2026;;;;;;;;;;;;;;;;;;;;;
Energie;459122;Entrée bache 3 vanne n°2;Chaudière Babcok;0;12/31/99;EMERSON;332;332;332;TOR;0;PAPILLON;2010;6;2020;2026;;;;;;;;;;;;;;;;;;;;;
Energie;UV 3302 (rep Babcok);Évent gaz;Chaudière Babcok;;;ECONOSTO;333;333;333;TOR;;BOULE;1996;10;2022;2032;;;;;;;;;;;;;;;;;;;;;
Energie;LV 8010 (rep Babcok);Niveau bâche 4;Baches à eau Babcock;960223 AR;3/29/96;MASONEILAN;334;334;334;;REG;CLAPET;1996;16;2020;2036;;;;;;;;;;;;;;;;;;;;;
Energie; ;Niveau ballon chaudière n°2 ;Chaufferie Duquesne;0;12/31/99;MASONEILAN;335;335;335;0;REG;CLAPET;0;100;2014;2114;;;;;;;;;;;;;;;;;;;;;
Energie;LV0105****;Niveau ballon purge chaudière babcock;;;;VALMET METSO;336;336;336;;REG;OPERCULE;;10;2017;2027;;;;;;;;;;;;;;;;;;;;;
Energie;LV 01 05  0373;Niveau des baches babcock par somme 123;Baches à eau Babcock;1313 AR;2/18/13;VALMET METSO;337;337;337;0;REG;PAPILLON;2013;100;2013;2113;;;;;;;;;;;;;;;;;;;;;
Energie;LOCALE;Pression fioul groupe n°1;Chaufferie Duquesne;;;A.P.C.;338;338;338;;REG;CLAPET;;100;1994;2094;;;;;;;;;;;;;;;;;;;;;
Energie;LOCALE;Pression fioul groupe n°2;Chaufferie Duquesne;;;A.P.C.;339;339;339;;REG;CLAPET;;100;1994;2094;;;;;;;;;;;;;;;;;;;;;
Energie;0;Pression gaz d'allumage chaudière n°1;Groupe d'allumage gaz chaudière n°1;0;12/31/99;SAPAG;340;340;340;TOR;0;BOULE;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Energie;0;Pression gaz d'allumage chaudière n°2;Groupe d'allumage gaz chaudière n°2;0;12/31/99;SAPAG;341;341;341;TOR;0;BOULE;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Energie;0;Pression gaz d'allumage chaudière n°3;Groupe d'allumage gaz chaudière n°3;0;12/31/99;SAPAG;342;342;342;TOR;0;BOULE;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Energie;8006 (rep babcock);Pression réseau 25 bars (détente réseau) ;Réseau Vapeur 25 bars;1762AR;12/1/17;CCI VALVE;343;343;343;0;REG;CLAPET;2010;5;2019;2024;;;;;;;;;;;;;;;;;;;;;
Energie;LOCALE;Pulvérisation vapeur chaudière n° 1;Chaufferie Duquesne;;;A.P.C.;344;344;344;;REG;CLAPET;;100;1994;2094;;;;;;;;;;;;;;;;;;;;;
Energie;LOCALE;Pulvérisation vapeur chaudière n° 2;Chaufferie Duquesne;;;A.P.C.;345;345;345;;REG;CLAPET;;100;1994;2094;;;;;;;;;;;;;;;;;;;;;
Energie;LOCALE;Pulvérisation vapeur chaudière n° 3;Chaufferie Duquesne;;;SCHLUMBERGER SEREG VANNES;346;346;346;;REG;CLAPET;;100;1995;2095;;;;;;;;;;;;;;;;;;;;;
Energie;LOCALE;Refroidissement turbo;Turbo Breguet;;;GESTRA;347;347;347;;REG;3 VOIES;;;;;;;;;;;;;;;;;;;;;;;;;
Energie;;régulateur d'alimentation en gaz TAG;Turbine à gaz;;;SAPAG;348;348;348;;REG;CAGE;;100;2003;2103;;;;;;;;;;;;;;;;;;;;;
Energie;0;Section gaz amont chaudière n°1 (vanne du haut);Groupe d'allumage gaz chaudière n°1;0;12/31/99;SAPAG;349;349;349;TOR;0;BOULE;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Energie;0;Section gaz amont chaudière n°2 (vanne du haut);Groupe d'allumage gaz chaudière n°2;0;12/31/99;SAPAG;350;350;350;TOR;0;BOULE;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Energie;0;Section gaz amont chaudière n°3 (vanne du haut);Groupe d'allumage gaz chaudière n°3;0;12/31/99;SAPAG;351;351;351;TOR;0;BOULE;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Energie;UV 3301 (rep Babcok);Section gaz amont évent;Chaudière Babcok;;;ECONOSTO;352;352;352;TOR;;BOULE;1996;10;2022;2032;;;;;;;;;;;;;;;;;;;;;
Energie;UV 3303 (rep Babcok);Section gaz aval babcok;Chaudière Babcok;0505 AR;1/18/05;SAPAG;353;353;353;TOR;0;BOULE;2005;10;2022;2032;;;;;;;;;;;;;;;;;;;;;
Energie;;Sécurité niveau bache A5;;030031 AR;6/17/03;EMERSON;354;354;354;TOR;;PAPILLON;2003;100;2016;2116;;;;;;;;;;;;;;;;;;;;;
Energie;CVSB3;Sortie bache 3;Baches à eau Babcock;0;12/31/99;EMERSON;355;355;355;TOR;0;PAPILLON;2010;12;2013;2025;;;;;;;;;;;;;;;;;;;;;
Energie;CVEB1;Vanne entre bâche 1;Baches à eau Babcock;950736 AR;12/8/95;EMERSON;356;356;356;TOR;;PAPILLON;1995;20;2020;2040;;;;;;;;;;;;;;;;;;;;;
Energie;CVEB3;Vanne entre bâche 3;Baches à eau Babcock;950736 AR;12/8/95;EMERSON;357;357;357;TOR;;PAPILLON;1995;6;2020;2026;;;;;;;;;;;;;;;;;;;;;
Energie;CVEB11;VANNE ENTREE BACHE 1  CHAINE A;Baches à eau Babcock;2248AR;11/15/22;VALMET METSO;358;358;358;TOR;0;0;2022;15;2023;2038;;;;;;;;;;;;;;;;;;;;;
Energie;CVEB12;VANNE ENTREE BACHE 1 CHAINE C;0;2248AR;11/15/22;VALMET METSO;359;359;359;TOR;0;0;2022;15;2023;2038;;;;;;;;;;;;;;;;;;;;;
Energie;CVEB21;VANNE ENTREE BACHE 2 CHAINE A;0;2248AR;11/15/22;VALMET METSO;360;360;360;TOR;0;0;2022;15;2023;2038;;;;;;;;;;;;;;;;;;;;;
Energie;CVEB22;VANNE ENTREE BACHE 2 CHAINE C;0;2248AR;11/15/22;VALMET METSO;361;361;361;TOR;0;0;15/11/2022;15;2023;2038;;;;;;;;;;;;;;;;;;;;;
Energie;CVEB31;VANNE ENTREE BACHE 3 CHAINE A;0;2248AR;11/15/22;VALMET METSO;362;362;362;TOR;0;0;15/11/2022;15;2023;2038;;;;;;;;;;;;;;;;;;;;;
Energie;CVEB32;VANNE ENTREE BACHE 3 CHAINE C;0;2248AR;11/15/22;VALMET METSO;363;363;363;TOR;0;0;15/11/2022;15;2023;2038;;;;;;;;;;;;;;;;;;;;;
Energie;0;Vanne sécurité sucre (isolement baches Babcock);Baches à eau Babcock;1313AR;2/18/13;VALMET METSO;364;364;364;TOR; ;PAPILLON;2013;100;2013;2113;;;;;;;;;;;;;;;;;;;;;
Energie;CVSB1;Vanne sortie bâche 1;Baches à eau Babcock;950736 AR;12/8/95;EMERSON;365;365;365;TOR;;PAPILLON;1995;10;2017;2027;;;;;;;;;;;;;;;;;;;;;
Energie;CVSB2;Vanne sortie bâche 2;Baches à eau Babcock;950736 AR;12/8/95;EMERSON;366;366;366;TOR;;PAPILLON;1995;10;2017;2027;;;;;;;;;;;;;;;;;;;;;
Energie;0;Vanne sortie bache 2 (Duquesne);Baches Duquesne;0;12/31/99;VALMET METSO;367;367;367;TOR;0;PAPILLON;0;10;2018;2028;;;;;;;;;;;;;;;;;;;;;
Energie;CVSB1;Vanne sortie bache alimentaire n°1;Baches alimentaires Bab.;1804AR;2/23/18;AMRI KSB;368;368;368;TOR;0;PAPILLON;2018;10;2018;2028;;;;;;;;;;;;;;;;;;;;;
Energie;CVSB2;Vanne sortie bache alimentaire n°2;Baches alimentaires Bab.;1804AR;2/23/18;AMRI KSB;369;369;369;TOR;0;PAPILLON;2018;10;2018;2028;;;;;;;;;;;;;;;;;;;;;
